taxon,n.sig,header,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family,tigr.hit1,tigr.hit2,tigr.hit3,tigr.hit,sig.class,sig.group
2025818,1,2025818.YP_009877705.1 sigma factor for late transcription [Salmonella phage SP1],YP_009877705.1,Salmonella phage SP1, sigma factor for late transcription,VOG05673,Salmonella phage SP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049396,NA,NA,NA,605,Salmonella enterica subsp. enterica serovar Pullorum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA,1,2025818.YP_009877705.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2026082,1,2026082.YP_009613141.1 RNA polymerase sigma factor [Aeromonas phage AS-gz],YP_009613141.1,Aeromonas phage AS-gz, RNA polymerase sigma factor,VOG05673,Aeromonas phage AS-gz,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Asgz,NC_042019,NA,NA,NA,29491,Aeromonas salmonicida subsp. salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas; Aeromonas salmonicida,NA,RefSeq,NA,NA,1,2026082.YP_009613141.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2026113,1,2026113.YP_009834959.1 RNA polymerase sigma factor [Aeromonas phage AS-sw],YP_009834959.1,Aeromonas phage AS-sw, RNA polymerase sigma factor,VOG05673,Aeromonas phage AS-sw,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_048674,NA,NA,NA,29491,Aeromonas salmonicida subsp. salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas; Aeromonas salmonicida,NA,"NCBI Virus, RefSeq",NA,NA,1,2026113.YP_009834959.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2041413,1,2041413.YP_009615540.1 RNA polymerase sigma factor [Salmonella phage Melville],YP_009615540.1,Salmonella phage Melville, RNA polymerase sigma factor,VOG05673,Salmonella phage Melville,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus Melville,NC_042044,NA,NA,NA,108619,Salmonella enterica subsp. enterica serovar Newport,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,2041413.YP_009615540.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2052742,2,2052742.YP_009623847.1 hypothetical protein [Yersinia phage fHe-Yen9-04],YP_009623847.1,Yersinia phage fHe-Yen9-04, hypothetical protein,VOG05673,Yersinia phage fHe-Yen9-04,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eneladusvirus; Yersinia virus Yen9-04,NC_042116,NA,NA,NA,629,Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA,NA,NA,1,2052742.YP_009623847.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2052742,2,2052742.YP_009624108.1 Group 2 RNA polymerase sigma factor @ RNA polymerase sigma factor RpoD [Yersinia phage fHe-Yen9-04],YP_009624108.1,Yersinia phage fHe-Yen9-04, Group 2 RNA polymerase sigma factor @ RNA polymerase sigma factor RpoD,VOG00048,Yersinia phage fHe-Yen9-04,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eneladusvirus; Yersinia virus Yen9-04,NC_042116,NA,NA,NA,629,Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA,NA,NA,1,2052742.YP_009624108.1,Myoviridae,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,RpoD_Cterm,primary,sig70-1
2053653,2,2053653.YP_009816500.1 RNA polymerase sigma factor [Synechococcus phage S-CBWM1],YP_009816500.1,Synechococcus phage S-CBWM1, RNA polymerase sigma factor,VOG00048,Synechococcus phage S-CBWM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Aokuangvirus; Synechococcus virus SCBWM1,NC_048106,NA,NA,NA,1353134,Synechococcus sp. CBW1002,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2053653.YP_009816500.1,Myoviridae,sigma70-ECF,spore_sigmaK,SigBFG,spore_sigmaK,sporulation,sig70-3-spo
2053653,2,2053653.YP_009816510.1 putative RNA polymerase sigma-70 factor [Synechococcus phage S-CBWM1],YP_009816510.1,Synechococcus phage S-CBWM1, putative RNA polymerase sigma-70 factor,VOG00048,Synechococcus phage S-CBWM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Aokuangvirus; Synechococcus virus SCBWM1,NC_048106,NA,NA,NA,1353134,Synechococcus sp. CBW1002,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2053653.YP_009816510.1,Myoviridae,SigBFG,sigma70-ECF,FliA_WhiG,FliA_WhiG,stationary,sig70-3-fl
2053671,1,2053671.YP_009879516.1 sigma factor [Escherichia phage FEC14],YP_009879516.1,Escherichia phage FEC14, sigma factor,VOG05673,Escherichia phage FEC14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049427,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,"NCBI Virus, RefSeq",NA,NA,1,2053671.YP_009879516.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2054272,1,2054272.YP_009796235.1 transcription sigma factor [Klebsiella phage May],YP_009796235.1,Klebsiella phage May, transcription sigma factor,VOG05673,Klebsiella phage May,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; Klebsiella virus May,NC_047900,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,2054272.YP_009796235.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2054273,1,2054273.YP_009796457.1 transcription sigma factor [Klebsiella phage Menlow],YP_009796457.1,Klebsiella phage Menlow, transcription sigma factor,VOG05673,Klebsiella phage Menlow,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; Klebsiella virus Menlow,NC_047901,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,2054273.YP_009796457.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2054274,1,2054274.YP_009879742.1 transcription sigma factor [Salmonella phage Mutine],YP_009879742.1,Salmonella phage Mutine, transcription sigma factor,VOG05673,Salmonella phage Mutine,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049428,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA,1,2054274.YP_009879742.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2059850,1,2059850.YP_009818180.1 putative sigma factor [Lactobacillus phage Lpa804],YP_009818180.1,Lactobacillus phage Lpa804, putative sigma factor,VOG00048,Lactobacillus phage Lpa804,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Harbinvirus; Lactobacillus virus Lpa804,NC_048134,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,2059850.YP_009818180.1,Herelleviridae,sigma70-ECF,Sigma_B,FliA_WhiG,Sigma_B,sporulation,sig70-3-spo
2059881,1,2059881.YP_009796816.1 RNA polymerase sigma factor [Streptomyces phage Attoomi],YP_009796816.1,Streptomyces phage Attoomi, RNA polymerase sigma factor,VOG00048,Streptomyces phage Attoomi,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Attoomivirus; Streptomyces virus Attoomi,NC_047905,NA,NA,NA,146537,Streptomyces azureus,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae; Streptomyces,NA,RefSeq,NA,NA,1,2059881.YP_009796816.1,Siphoviridae,sigma70-ECF,FliA_WhiG,rpoS_proteo,FliA_WhiG,stationary,sig70-3-fl
2065199,1,2065199.YP_009622104.1 helix-turn-helix DNA binding protein [Microbacterium phage Dismas],YP_009622104.1,Microbacterium phage Dismas, helix-turn-helix DNA binding protein,VOG00048,Microbacterium phage Dismas,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Dismasvirus; Microbacterium virus Dismas,NC_042099,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2065199.YP_009622104.1,Siphoviridae,sigma70-ECF,spore_sigmaK,Sig70_bacteroi1,spore_sigmaK,sporulation,sig70-3-spo
2070028,1,2070028.YP_009836761.1 RNA polymerase sigma factor for late transcription [Klebsiella phage vB_Kpn_F48],YP_009836761.1,Klebsiella phage vB_Kpn_F48, RNA polymerase sigma factor for late transcription,VOG05673,Klebsiella phage vB_Kpn_F48,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_048694,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2070028.YP_009836761.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2070200,1,2070200.YP_009880179.1 putative sigma factor for late transcription [Escherichia phage EP75],YP_009880179.1,Escherichia phage EP75, putative sigma factor for late transcription,VOG05673,Escherichia phage EP75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049433,NA,NA,NA,1884818,Escherichia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"NCBI Virus, RefSeq",NA,NA,1,2070200.YP_009880179.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2079262,1,2079262.YP_009798968.1 RNA polymerase sigma factor [Klebsiella virus vB_KpnM_KpS110],YP_009798968.1,Klebsiella virus vB_KpnM_KpS110, RNA polymerase sigma factor,VOG05673,Klebsiella virus vB_KpnM_KpS110,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; Klebsiella virus KpS110,NC_047932,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,2079262.YP_009798968.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2079429,1,2079429.YP_009798107.1 sigma factor [Lactobacillus phage Bacchae],YP_009798107.1,Lactobacillus phage Bacchae, sigma factor,VOG00048,Lactobacillus phage Bacchae,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Harbinvirus; Lactobacillus virus Bacchae,NC_047924,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,2079429.YP_009798107.1,Herelleviridae,sigma70-ECF,Sigma_B,FliA_WhiG,Sigma_B,sporulation,sig70-3-spo
2079433,1,2079433.YP_009798418.1 sigma factor [Lactobacillus phage Semele],YP_009798418.1,Lactobacillus phage Semele, sigma factor,VOG00048,Lactobacillus phage Semele,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Harbinvirus; Lactobacillus virus Semele,NC_047926,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,2079433.YP_009798418.1,Herelleviridae,sigma70-ECF,Sigma_B,FliA_WhiG,Sigma_B,sporulation,sig70-3-spo
2099338,1,2099338.YP_009837684.1 sigma factor [Erwinia phage vB_EamM-Bue1],YP_009837684.1,Erwinia phage vB_EamM-Bue1, sigma factor,VOG05673,Erwinia phage vB_EamM-Bue1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048702,NA,NA,NA,552,Erwinia amylovora,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae; Erwinia,NA,"NCBI Virus, RefSeq",NA,NA,1,2099338.YP_009837684.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2126724,1,2126724.YP_009799998.1 hypothetical protein [Staphylococcus phage phiSA_BS2],YP_009799998.1,Staphylococcus phage phiSA_BS2, hypothetical protein,VOG00048,Staphylococcus phage phiSA_BS2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS2,NC_047948,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,2126724.YP_009799998.1,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2126734,1,2126734.YP_009799579.1 hypothetical protein [Staphylococcus phage phiSA_BS1],YP_009799579.1,Staphylococcus phage phiSA_BS1, hypothetical protein,VOG00048,Staphylococcus phage phiSA_BS1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Baoshanvirus; Staphylococcus virus BS1,NC_047945,NA,NA,NA,29387,Staphylococcus sp.,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,2126734.YP_009799579.1,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2137745,1,2137745.YP_009877076.1 Gp55 T4-like sigma factor involved in late transcription [Enterobacter phage EspM4VN],YP_009877076.1,Enterobacter phage EspM4VN, Gp55 T4-like sigma factor involved in late transcription,VOG05673,Enterobacter phage EspM4VN,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; unclassified Agtrevirus,NC_049384,NA,NA,NA,61645,Enterobacter asburiae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2137745.YP_009877076.1,Ackermannviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2169687,1,2169687.YP_008532104.1 sigma factor for late transcription [Klebsiella virus 0507KN21],YP_008532104.1,Klebsiella virus 0507KN21, sigma factor for late transcription,VOG05673,Klebsiella virus 0507KN21,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus,NC_022343,NA,NA,NA,570,Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,2,2169687.YP_008532104.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2178927,1,2178927.YP_009889738.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage AM101],YP_009889738.1,Acinetobacter phage AM101, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage AM101,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049511,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2178927.YP_009889738.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2182400,1,2182400.YP_009801930.1 RNA polymerase sigma factor [Microbacterium phage Paschalis],YP_009801930.1,Microbacterium phage Paschalis, RNA polymerase sigma factor,VOG16626,Microbacterium phage Paschalis,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus,NC_047976,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,"NCBI Virus, RefSeq",NA,NA,1,2182400.YP_009801930.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2201436,1,2201436.YP_009802753.1 RNA polymerase sigma factor [Microbacterium phage MementoMori],YP_009802753.1,Microbacterium phage MementoMori, RNA polymerase sigma factor,VOG16626,Microbacterium phage MementoMori,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Mementomorivirus; Microbacterium virus MementoMori,NC_047987,NA,NA,NA,199592,Microbacterium paraoxydans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2201436.YP_009802753.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2201437,1,2201437.YP_009802853.1 hypothetical protein [Microbacterium phage Metamorphoo],YP_009802853.1,Microbacterium phage Metamorphoo, hypothetical protein,VOG16626,Microbacterium phage Metamorphoo,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus Metamorphoo,NC_047988,NA,NA,NA,199592,Microbacterium paraoxydans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2201437.YP_009802853.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2201441,1,2201441.YP_009803285.1 RNA polymerase sigma factor [Microbacterium phage Quhwah],YP_009803285.1,Microbacterium phage Quhwah, RNA polymerase sigma factor,VOG16626,Microbacterium phage Quhwah,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus,NC_047993,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,"NCBI Virus, RefSeq",NA,NA,1,2201441.YP_009803285.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2201442,1,2201442.YP_009802953.1 RNA polymerase sigma factor [Microbacterium phage RobsFeet],YP_009802953.1,Microbacterium phage RobsFeet, RNA polymerase sigma factor,VOG16626,Microbacterium phage RobsFeet,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus RobsFeet,NC_047989,NA,NA,NA,199592,Microbacterium paraoxydans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2201442.YP_009802953.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2201444,1,2201444.YP_009803165.1 RNA polymerase sigma factor [Microbacterium phage Zeta1847],YP_009803165.1,Microbacterium phage Zeta1847, RNA polymerase sigma factor,VOG00048,Microbacterium phage Zeta1847,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Zetavirus; Microbacterium virus Zeta1847,NC_047992,NA,NA,NA,199592,Microbacterium paraoxydans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2201444.YP_009803165.1,Siphoviridae,Sig70-cyanoRpoD,rpoS_proteo,FliA_WhiG,Sig70-cyanoRpoD,other,sig-70-2
2231347,1,2231347.YP_009880663.1 sigma factor for late transcription [Salmonella phage S118],YP_009880663.1,Salmonella phage S118, sigma factor for late transcription,VOG05673,Salmonella phage S118,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049437,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2231347.YP_009880663.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2250289,1,2250289.YP_009806822.1 RNA polymerase sigma factor [Microbacterium phage Eden],YP_009806822.1,Microbacterium phage Eden, RNA polymerase sigma factor,VOG00048,Microbacterium phage Eden,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Edenvirus; Microbacterium virus Eden,NC_048017,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2250289.YP_009806822.1,Siphoviridae,sigma70-ECF,SigE-fam_strep,Sig-70_plancto1,SigE-fam_strep,other,sig70-4
2267236,1,2267236.YP_009618125.1 sigma factor for late transcription [Citrobacter phage CF1 ERZ-2017],YP_009618125.1,Citrobacter phage CF1 ERZ-2017, sigma factor for late transcription,VOG05673,Citrobacter phage CF1 ERZ-2017,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Moonvirus; Citrobacter virus CF1,NC_042067,NA,NA,NA,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,NA,RefSeq,NA,NA,1,2267236.YP_009618125.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2267403,2,2267403.YP_009838256.1 RNA polymerase binding protein [Vibrio phage YC],YP_009838256.1,Vibrio phage YC, RNA polymerase binding protein,VOG05673,Vibrio phage YC,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048709,NA,NA,NA,909421,Vibrio coralliilyticus P1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio coralliilyticus,NA,"NCBI Virus, RefSeq",NA,NA,1,2267403.YP_009838256.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2267403,2,2267403.YP_009838385.1 RpoD [Vibrio phage YC],YP_009838385.1,Vibrio phage YC, RpoD,VOG00048,Vibrio phage YC,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048709,NA,NA,NA,909421,Vibrio coralliilyticus P1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio coralliilyticus,NA,"NCBI Virus, RefSeq",NA,NA,1,2267403.YP_009838385.1,Ackermannviridae,rpoS_proteo,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,other,sig70-2
2268578,1,2268578.YP_009810928.1 RNA polymerase sigma factor for late transcription [Synechococcus phage S-T4],YP_009810928.1,Synechococcus phage S-T4, RNA polymerase sigma factor for late transcription,VOG05673,Synechococcus phage S-T4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tamkungvirus; Synechococcus virus ST4,NC_048049,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2268578.YP_009810928.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2269366,1,2269366.YP_009880881.1 sigma factor [Acinetobacter phage vB_ApiM_fHyAci03],YP_009880881.1,Acinetobacter phage vB_ApiM_fHyAci03, sigma factor,VOG05673,Acinetobacter phage vB_ApiM_fHyAci03,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049438,NA,NA,NA,48296,Acinetobacter pittii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2269366.YP_009880881.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2283013,2,2283013.YP_009840610.1 putative RNA polymerase sigma factor 1 [Bacillus phage BSP38],YP_009840610.1,Bacillus phage BSP38, putative RNA polymerase sigma factor 1,VOG00048,Bacillus phage BSP38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048726,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,"NCBI Virus, RefSeq",NA,NA,1,2283013.YP_009840610.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
