seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS15905,3022617,3022994,-,BSU_32720,yurZ,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS15910,3023079,3023903,-,BSU_32730,metQ,methionine ABC transporter%2C substrate binding lipoprotein,Cellular processes;Metabolism;Groups of genes;Groups of genes,Transporters;Amino acid/ nitrogen metabolism;Membrane proteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS15915,3023917,3024585,-,BSU_32740,metP,methionine ABC transporter%2C permease component,Cellular processes;Metabolism;Groups of genes,Transporters;Amino acid/ nitrogen metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS15920,3024578,3025603,-,BSU_32750,metN,methionine ABC transporter (ATP-binding protein),Cellular processes;Metabolism;Groups of genes,Transporters;Amino acid/ nitrogen metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS15925,3025930,3026274,-,BSU_32760,yusD,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS15930,3026381,3026701,-,BSU_32770,yusE,putative thiol-disulfide oxidoreductase with thioredoxin domain,Metabolism,Electron transport and ATP synthesis,FALSE
NZ_CP015975.1,A8O17_RS15935,3026703,3027143,-,BSU_32780,yusF,putative ribonuclease,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS15940,3027143,3027379,-,BSU_32790,yusG,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS15945,3027435,3027818,-,BSU_32800,gcvH,glycine cleavage system protein H (lipoyl acceptor protein),Metabolism;Metabolism,Amino acid/ nitrogen metabolism;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS15950,3027885,3028241,-,BSU_32810,yusI,putative oxidoreductase with thioredoxin domain and regulator domain,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS15955,3028352,3030136,-,BSU_32820,fadE,acyl-CoA dehydrogenase (FAD dependent),Metabolism;Groups of genes,Lipid metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS15960,3030151,3031326,-,BSU_32830,fadA,acetyl-CoA C-acyltransferase,Metabolism,Lipid metabolism,FALSE
NZ_CP015975.1,A8O17_RS15965,3031337,3033706,-,BSU_32840,fadN,bifunctional enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase,Metabolism,Lipid metabolism,FALSE
NZ_CP015975.1,A8O17_RS15970,3033881,3034027,+,BSU_32849,yuzL,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS15975,3034052,3034960,-,BSU_32850,putM,proline dehydrogenase 1,Metabolism;Lifestyles,Lipid metabolism;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS15980,3035055,3035300,+,BSU_32859,yuzM,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS15985,3035313,3035645,+,BSU_32860,yusN,putative spore coat-like protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS15990,3035804,3036271,+,BSU_32870,mdtR,transcriptional regulator (MarR family%2C low level antibiotic resistance),Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS15995,3036268,3037893,+,BSU_32880,mdtP,multidrug-efflux transporter,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16000,3037929,3038312,-,BSU_32890,yusQ,hydratase of unidentified specificity (tautomerase superfamily),Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS20635,3038331,3039071,-,BSU_32900,yusR,putative 3-oxoacyl-acyl-carrier protein reductase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16015,3039205,3040092,+,BSU_32920,yusT,transcriptional regulator of unknown specificity (LysR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16020,3040112,3040399,-,BSU_32930,yusU,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16025,3040424,3041251,-,BSU_32940,feuV,iron(III)-siderophore transporter (ATP binding component),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16030,3041469,3041906,-,BSU_32950,cotNW,spore lipoprotein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16035,3042016,3043811,-,BSU_32960,yusYc,oligoendopeptidase%3B C-terminal part of YusY,Groups of genes,Pseudogenes,FALSE
NZ_CP015975.1,A8O17_RS16045,3043945,3044787,+,BSU_32980,yusZ,putative short-chain acyl dehydrogenase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16050,3044877,3045338,+,BSU_32990,mrgA,metalloregulation DNA-binding stress protein,Cellular processes;Metabolism;Lifestyles,Homeostasis;Additional metabolic pathways;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16055,3045382,3046758,-,BSU_33000,htrB,protease-associated chaperone for the extracytoplasmic folding and quality control of exported proteins,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Coping with stress;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS16060,3047036,3047713,+,BSU_33010,cssR,folding stress-sensitive two-component response regulator,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16065,3047710,3049065,+,BSU_33020,cssS,folding stress-sensitive two-component sensor histidine kinase,Information processing;Information processing;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Coping with stress;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16070,3049093,3049257,-,BSU_33029,spxO,regulator of SpxA degradation,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS16075,3049425,3050300,+,BSU_33030,yuxN,putative transcriptional regulator,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16080,3050336,3051724,-,BSU_33040,fumC,fumarate hydratase,Metabolism,Carbon metabolism,FALSE
NZ_CP015975.1,A8O17_RS16085,3051791,3051976,-,BSU_33049,yvzF,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16090,3052094,3053542,+,BSU_33050,gerAA,component of the GerA germination receptor,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS16095,3053511,3054608,+,BSU_33060,gerAB,component of the germination receptor GerA%3B putative transporter,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS16100,3054605,3055726,+,BSU_33070,gerAC,component of the germination receptor GerA,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS16105,3055734,3056369,-,BSU_33080,liaR,two-component response regulator [YvqE] responding to cell wall stress,Information processing;Lifestyles;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Coping with stress;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16110,3056347,3057429,-,BSU_33090,liaS,two-component sensor histidine kinase [LiaR(YvqC)] sensing cell wall stress,Information processing;Information processing;Lifestyles;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Coping with stress;Coping with stress;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16115,3057426,3058151,-,BSU_33100,liaF,membrane component associated to the LiaRS two-component system,Information processing;Lifestyles;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16120,3058185,3059057,-,BSU_33110,liaG,sensor of antibiotic stress on the cell wall,Lifestyles;Lifestyles,Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16125,3059158,3059835,-,BSU_33120,liaH,modulator of liaIHGFSR (yvqIHGFEC) operon expression,Lifestyles;Lifestyles,Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16130,3059862,3060242,-,BSU_33130,liaI,membrane anchor for the phage-shock protein A homolog LiaH,Lifestyles;Lifestyles;Groups of genes,Coping with stress;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16135,3060404,3061672,-,BSU_33140,yvqJ,putative efflux protein,Lifestyles;Groups of genes,Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16140,3061849,3062430,-,BSU_33150,yvqK,putative ATP:cob(I)alamin adenosyltransferase,Metabolism;Groups of genes,Additional metabolic pathways;Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16145,3062453,3063781,-,BSU_33160,yvrA,putative vitamin B12 transport system%2C ATPase component,Cellular processes;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16150,3063781,3064842,-,BSU_33170,yvrB,putative vitamin B12 permease,Cellular processes;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16155,3064805,3065749,-,BSU_33180,yvrC,putative lipoprotein binding vitamin B12,Cellular processes;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16160,3066147,3066938,+,BSU_33190,yvrD,putative oxidoreductase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16165,3066976,3067854,-,BSU_33200,yvrE,putative sugar lactone lactonase,Lifestyles;Groups of genes,Coping with stress;Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16170,3067926,3069668,-,BSU_33210,yvrG,two-component sensor histidine kinase YvrG [cell wall processes and sublancin production and immunity (YvrH)],Information processing;Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16175,3069665,3070378,-,BSU_33221,yvrH,two-component sensor histidine kinase YvrG [cell wall processes and sublancin production and immunity (YvrG)],Information processing;Groups of genes,Regulation of gene expression;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16180,3070531,3070770,-,BSU_33222,rsoA,regulator of sigma-O,Information processing;Information processing;Lifestyles,RNA synthesis and degradation;Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16185,3070774,3071304,-,BSU_33230,sigO,alternative sigma factor,Information processing;Information processing;Lifestyles,RNA synthesis and degradation;Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS20640,3071319,3071657,+,BSU_33239,yvrJ,factor involved in oxalate decarboxylase expression,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16195,3071778,3072935,+,BSU_33240,oxdC,oxalate decarboxylase,Lifestyles;Groups of genes,Coping with stress;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16200,3072996,3073406,+,BSU_33250,rsiO,acid stress-sensitive anti sigma factor,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16205,3073440,3074669,-,BSU_33260,yvrN,putative ABC transporter (ATP-binding protein),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16210,3074662,3075351,-,BSU_33270,yvrO,putative ABC transporter (ATP-binding protein),Cellular processes;Groups of genes;Groups of genes,Transporters;Membrane proteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16215,3075335,3076528,-,BSU_33280,yvrP,putative ABC transporter membrane fusion component,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16220,3076699,3077508,-,BSU_33290,fhuC,ferrichrome ABC transporter (ATP-binding protein),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16225,3077524,3078534,-,BSU_33300,fhuG,ferrichrome ABC transporter (permease),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16230,3078534,3079688,-,BSU_33310,fhuB,ferrichrome ABC transporter (permease),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16235,3079786,3080733,+,BSU_33320,fhuD,ferrichrome ABC transporter (ferrichrome-binding lipoprotein),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS16245,3080968,3082377,-,BSU_33330,lysP,lysine permease,Metabolism;Groups of genes,Amino acid/ nitrogen metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16250,3082777,3082917,-,BSU_33340,sspJ,small acid-soluble spore protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16255,3083084,3083566,+,BSU_33350,yvsG,putative membrane hydrolase,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16260,3083666,3085519,+,BSU_33360,ltaSP,primase of polyglycerolphosphate lipoteichoic acid (LTA) synthesis,Cellular processes;Metabolism;Groups of genes,Cell envelope and cell division;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16265,3085547,3086473,-,BSU_33370,yvgK,putative molybdate binding regulator,Cellular processes,Transporters,FALSE
NZ_CP015975.1,A8O17_RS16270,3086584,3087366,+,BSU_33380,modA,molybdate-binding lipoprotein,Cellular processes;Cellular processes;Groups of genes,Transporters;Homeostasis;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16275,3087338,3088030,+,BSU_33390,modB,molybdenum transport permease,Cellular processes;Cellular processes;Groups of genes,Transporters;Homeostasis;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16280,3088061,3088891,-,BSU_33400,pgoN,promiscuous glyoxal/methylglyoxal reductase,Lifestyles;Lifestyles,Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16285,3089114,3089599,+,BSU_33410,yvgO,exported stress induced factor,Lifestyles;Groups of genes,Coping with stress;Secreted proteins,TRUE
NZ_CP015975.1,A8O17_RS16290,3089643,3091655,-,BSU_33420,nhaK,Na+/H+ antiporter,Cellular processes;Cellular processes;Groups of genes,Transporters;Homeostasis;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16295,3091910,3093625,-,BSU_33430,cysI,assimilatory sulfite reductase (hemoprotein beta-subunit),Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS16300,3093651,3095468,-,BSU_33440,cysJ,assimilatory sulfite reductase (flavoprotein alpha-subunit),Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS16305,3095639,3097963,-,BSU_33450,helD,transcription factor,Information processing;Information processing,Genetics;Genetics,FALSE
NZ_CP015975.1,A8O17_RS16310,3098161,3098769,-,BSU_33460,yvgT,putative integral membrane protein,Groups of genes,Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16315,3098956,3099372,-,BSU_33470,bdbC,thiol-disulfide oxidoreductase,Information processing;Information processing;Lifestyles;Lifestyles;Groups of genes,"Genetics;Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Sporulation;Membrane proteins",TRUE
NZ_CP015975.1,A8O17_RS16320,3099377,3100045,-,BSU_33480,bdbD,thiol-disulfide oxidoreductase,Information processing;Information processing;Lifestyles;Lifestyles;Groups of genes,"Genetics;Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Sporulation;Membrane proteins",TRUE
NZ_CP015975.1,A8O17_RS16325,3100165,3102273,-,BSU_33490,cadA,Cd(II)%2C Zn(II) and Co(II) exporter (ATPase),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16330,3102433,3104841,-,BSU_33500,copA,copper transporter ATPase,Cellular processes;Cellular processes;Lifestyles;Groups of genes,Transporters;Homeostasis;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16335,3104925,3105134,-,BSU_33510,copZ,copper insertion chaperone and transporter component,Cellular processes;Cellular processes;Lifestyles,Transporters;Homeostasis;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16340,3105208,3105513,-,BSU_33520,csoR,repressor of copper utilisation proteins-Cu(I),Cellular processes;Information processing;Lifestyles;Groups of genes,Homeostasis;Regulation of gene expression;Coping with stress;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16345,3105641,3106717,+,BSU_33530,iolW,scyllo-inositol 2-dehydrogenase (NADP(+)-dependent),Metabolism;Lifestyles,Carbon metabolism;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16350,3106754,3107389,-,BSU_33540,azoRB,NADH:dichloroindophenol oxidoreductase (2-methylhydroquinone resistance),Lifestyles;Lifestyles,Sporulation;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS16355,3107549,3109444,-,BSU_33550,yvaC,putative integral inner membrane protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16360,3109607,3110008,-,BSU_33560,yvaD,putative integral inner membrane protein,Cellular processes;Groups of genes;Groups of genes,Transporters;Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16365,3110005,3110364,-,BSU_33570,yvaE,putative metabolite-efflux transporter,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16370,3110361,3110933,-,BSU_33580,yvaF,putative transcriptional regulator,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16375,3111044,3111838,-,BSU_33590,yvaG,putative oxidoreductase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16385,3112560,3113030,-,BSU_33600,smpB,tmRNA-binding protein,Information processing,"Protein synthesis, modification and degradation",TRUE
NZ_CP015975.1,A8O17_RS16390,3113175,3115514,-,BSU_33610,rnr,ribonuclease R,Metabolism;Information processing;Lifestyles,Nucleotide metabolism;RNA synthesis and degradation;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16395,3115533,3116273,-,BSU_33620,estA,carboxylesterase,Lifestyles;Groups of genes,Coping with stress;Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16400,3116405,3116635,-,BSU_33630,secG,preprotein translocase subunit,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS16405,3116784,3117554,+,BSU_33640,yvaM,putative hydrolase,Lifestyles;Groups of genes,Sporulation;Poorly characterized/ putative enzymes,TRUE
NZ_CP015975.1,A8O17_RS16410,3117594,3117827,-,BSU_33650,yvzC,putative phage-like transcriptional regulator,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16415,3117979,3118386,+,BSU_33660,rghRA,transcriptional repressor,Information processing;Information processing;Lifestyles,Regulation of gene expression;Regulation of gene expression;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16420,3118416,3118835,+,BSU_33670,rghRB,putative phage-like transcriptional repressor,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16425,3118927,3119253,+,BSU_33680,catR,transcriptional regulator of catechol dioxygenase,Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16430,3119378,3121078,+,BSU_33690,yvaQ,putative methyl-accepting transducer,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16435,3121118,3121798,-,BSU_33700,opuBD,choline ABC transporter (permease),Lifestyles;Groups of genes,Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16440,3121815,3122735,-,BSU_33710,opuBC,choline ABC transporter (choline-binding lipoprotein),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16445,3122747,3123400,-,BSU_33720,opuBB,choline ABC transporter (permease),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16450,3123417,3124562,-,BSU_33730,opuBA,choline ABC transporter (ATP-binding protein),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16455,3124846,3125379,+,BSU_33740,yvaV,putative transcriptional regulator (controlling choline uptake),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16460,3125601,3126077,+,BSU_33750,sdpA,export step of killing factor SdpC,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16465,3126074,3127045,+,BSU_33760,sdpB,export step of killing factor SdpC,Lifestyles;Groups of genes,Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16470,3127088,3127699,+,BSU_33770,spbC,precursor of killing factor SdpC,Lifestyles;Lifestyles,Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16475,3127746,3128369,-,BSU_33780,sdpI,integral membrane immunity regulator of autophagy,Lifestyles;Groups of genes,Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16480,3128366,3128638,-,BSU_33790,sdpR,transcriptional regulator of SdpC synthesis operon (ArsR family),Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16485,3128858,3129547,-,BSU_33800,opuCD,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16490,3129565,3130476,-,BSU_33810,opuCC,glycine betaine/carnitine/choline/choline sulfate ABC transporter (osmoprotectant-binding lipoprotein),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16495,3130496,3131149,-,BSU_33820,opuCB,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16500,3131172,3132314,-,BSU_33830,opuCA,glycine betaine/carnitine/choline/choline sulfate ABC transporter (ATP-binding protein),Cellular processes;Information processing;Lifestyles;Groups of genes,Transporters;Targets of second messengers;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16505,3132578,3133135,+,BSU_33840,opcR,negative transcriptional regulator of choline uptake systems,Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16510,3133153,3133788,-,BSU_33850,yvbG,putative integral membrane protein,Lifestyles;Groups of genes;Groups of genes,Coping with stress;Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16515,3133938,3134552,+,BSU_33860,yvbH,conserved protein of unknown function,Groups of genes,Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS16520,3134684,3135382,+,BSU_33870,yvbI,conserved protein of unknown function,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16525,3135418,3137235,-,BSU_33880,yvbJ,conserved protein of unknown function,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16530,3137355,3137822,+,BSU_33890,yvbK,putative N-acyltransferase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16535,3137867,3139159,-,BSU_33900,eno,enolase,Metabolism;Metabolism;Groups of genes;Groups of genes;Groups of genes;Groups of genes;Groups of genes;Groups of genes,Carbon metabolism;Carbon metabolism;Essential genes;Membrane proteins;Phosphoproteins;Phosphoproteins;Phosphoproteins;Universally conserved proteins,FALSE
NZ_CP015975.1,A8O17_RS16540,3139189,3140724,-,BSU_33910,pgm,phosphoglycerate mutase,Metabolism;Metabolism;Groups of genes;Groups of genes,Carbon metabolism;Carbon metabolism;Essential genes;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS16545,3140717,3141478,-,BSU_33920,tpiA,triose phosphate isomerase,Metabolism;Metabolism;Information processing;Groups of genes,Carbon metabolism;Carbon metabolism;Genetics;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS16550,3141509,3142693,-,BSU_33930,pgk,phosphoglycerate kinase,Metabolism;Metabolism;Metabolism;Information processing;Groups of genes;Groups of genes;Groups of genes,Electron transport and ATP synthesis;Carbon metabolism;Carbon metabolism;Genetics;Phosphoproteins;Phosphoproteins;Universally conserved proteins,TRUE
NZ_CP015975.1,A8O17_RS16560,3143010,3144017,-,BSU_33940,gapA,glyceraldehyde-3-phosphate dehydrogenase (NAD-dependent%2C glycolytic),Metabolism;Groups of genes;Groups of genes;Groups of genes,Carbon metabolism;Essential genes;Phosphoproteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16565,3144064,3145086,-,BSU_33950,cggR,transcriptional regulator of gapA,Metabolism;Information processing;Information processing,Carbon metabolism;Regulation of gene expression;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16570,3145384,3146778,-,BSU_33960,araE,arabinose-related compounds permease,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16575,3146982,3148070,+,BSU_33970,araR,transcriptional repressor of the ara regulon (LacI family),Metabolism;Information processing,Carbon metabolism;Regulation of gene expression,TRUE
NZ_CP015975.1,A8O17_RS16580,3148119,3149129,-,BSU_33980,yvbT,putative alkanal monooxygenase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16585,3149286,3150164,-,BSU_33990,yvbU,putative transcriptional regulator (LysR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16590,3150264,3151181,+,BSU_34000,cyeB,cysteine and O-acetylserine efflux permease,Metabolism;Groups of genes,Amino acid/ nitrogen metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16595,3151222,3152565,-,BSU_34010,yvbW,putative leucine permease,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16600,3152967,3154001,-,BSU_34020,yvbX,putative epimerase modification of peptidoglycan,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16605,3154109,3154831,-,BSU_34030,lutC,component of an iron-sulfur oxidase for L-lactate utilization,Metabolism;Groups of genes,Carbon metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16610,3154831,3156270,-,BSU_34040,lutB,component of an iron-sulfur oxidase linked to L-lactate utilization,Metabolism;Groups of genes,Carbon metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16615,3156297,3157013,-,BSU_34050,lutA,iron-sulfur oxidase subunit used in L-lactate utilization,Metabolism,Carbon metabolism,FALSE
