target.name,target.accession,query.name,query.accession,full.seq.E-value,full.seq.score,full.seq.bias,best.domain.E-value,best.domain.score,best.domain.bias,exp,reg,clu,ov,env,dom,rep,inc,description.of.target,group
APZ82294.1,-,0049651,88659,2e-7,24.4,0.1,1.1e-6,22.1,0,2.1,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage vB_BsuM-Goe2],phage
APZ82618.1,-,0049651,88659,3.2e-12,39.4,1.4,5.1e-8,26.4,0.1,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage vB_BsuM-Goe3],phage
QMV48360.1,-,0049651,88659,1.2e-7,25.1,0,7.5e-7,22.6,0,2.2,2,0,0,2,2,2,1,putative RNA polymerase sigma-70-like protein [Bacillus phage vB_BsuM-Goe9],phage
AZF89309.1,-,0049651,88659,1.3e-10,34.6,0,3.7e-9,30,0,2.9,3,0,0,3,3,3,1,RNA polymerase sigma factor [Bacillus phage vB_BthM-Goe5],phage
QDP43467.1,-,0049651,88659,1.8e-7,22.5,0,4e-7,21.4,0,1.6,1,0,0,1,1,1,1,hypothetical protein [Bacillus phage vB_BthS-HD29phi],phage
QCW20871.1,-,0049651,88659,5e-10,31.1,0.1,1.5e-9,29.6,0,1.7,2,0,0,2,2,2,1,positive control sigma-like factor [Bacillus phage vB_BthS-TP21T],phage
ANT40114.1,-,0049651,88659,1.1e-8,26.3,0.2,3.8e-8,24.5,0.1,1.8,1,1,1,2,2,2,1,hypothetical protein BMBtpLA4_20 [Bacillus phage vB_BtS_BMBtp15],phage
AHJ86775.1,-,0049651,88659,4.4e-10,31.2,0.1,1.3e-9,29.8,0,1.7,2,0,0,2,2,2,1,positive control sigma-like factor [Bacillus phage vB_BtS_BMBtp3],phage
QDP43184.1,-,0049651,88659,1.8e-12,40.3,0.4,5.2e-8,26.4,0.1,2.9,2,0,0,2,2,2,2,putative RNA polymerase sigma-70 [Bacillus phage vB_BveM-Goe7],phage
AMW61966.1,-,0049651,88659,9.4e-11,35.1,0,4.1e-9,30,0,2.9,3,0,0,3,3,3,1,sigma factor [Bacillus phage Vinny],phage
ADH03291.1,-,0049651,88659,2e-11,37.1,0.2,1.7e-10,34.3,0.1,2.5,3,0,0,3,3,3,1,gp145 [Bacillus phage W.Ph.],phage
AID50197.1,-,0049651,88659,4.6e-10,31.1,0.1,1.4e-9,29.6,0,1.7,2,0,0,2,2,2,1,sigma-70 family RNA polymerase sigma factor [Bacillus phage Waukesha92],phage
ASR79140.1,-,0049651,88659,9.3e-13,41.4,0.1,2.4e-10,33.9,0.1,3.1,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Zainny],phage
AMW62487.1,-,0049651,88659,2.8e-12,39.9,0.1,1e-9,31.9,0,3.1,3,0,0,3,3,3,2,sigma factor [Bacillus phage Zuko],phage
AGE61114.1,-,0049651,88659,6.8e-10,30.7,0.2,2.5e-9,28.9,0.1,2,2,0,0,2,2,2,1,RNA polymerase sigma-70 factor [Bacillus virus Andromeda],phage
AGY46846.1,-,0049651,88659,9.3e-11,33.4,0.1,2e-10,32.3,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus virus Blastoid],phage
ALO79609.1,-,0049651,88659,2.5e-10,33.7,0.1,1.2e-9,31.5,0.1,2.1,2,0,0,2,2,2,1,sigma70 protein [Bacillus virus BM15],phage
AGE60732.1,-,0049651,88659,2.8e-9,28.7,0.3,1.1e-8,26.9,0.2,2,2,0,0,2,2,2,1,RNA polymerase sigma-70 factor [Bacillus virus Curly],phage
AGE60807.1,-,0049651,88659,9.1e-11,33.3,0.1,2.2e-10,32.1,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus virus Eoghan],phage
AGE61035.1,-,0049651,88659,2e-10,32.3,0.1,5.8e-10,30.8,0.1,1.8,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus virus Finn],phage
AEO93274.1,-,0049651,88659,8e-10,33.4,0.8,1.5e-9,32.5,0.1,1.8,2,0,0,2,2,2,1,gp3 [Bacillus virus G],phage
AEO93340.1,-,0049651,88659,1.3e-6,23.4,0,2.7e-6,22.3,0,1.5,1,0,0,1,1,1,1,gp69 [Bacillus virus G],phage
AEO93825.1,-,0049651,88659,1.5e-5,20,0,5.7e-5,18.2,0,1.9,2,0,0,2,2,2,1,gp580 [Bacillus virus G],phage
AGY47231.1,-,0049651,88659,3.7e-10,31.5,0.1,1.5e-9,29.6,0.1,2,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus virus Glittering],phage
ASU00034.1,-,0049651,88659,1.3e-14,47.2,0.2,8.3e-4,13.5,0,5,3,2,2,5,5,5,3,HTH-DNA binding domain-containing protein [Bacillus virus PBS1],phage
AST99828.1,-,0049651,88659,4.4e-6,20.6,0,1.3e-5,19.1,0,1.8,1,0,0,1,1,1,1,RNA polymerase subunit A [Bacillus virus PBS1],phage
AGY48207.1,-,0049651,88659,2.4e-10,32.1,0,6.1e-10,30.8,0,1.7,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus virus Riggi],phage
ACI90961.1,-,0049651,88659,7.9e-8,25.5,0.1,4.3e-7,23.2,0,2.1,2,0,0,2,2,2,1,gp2.21 [Bacillus virus SPO1],phage
AGE60961.1,-,0049651,88659,9.1e-11,33.3,0.1,2.2e-10,32.1,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus virus Taylor],phage
ABC40436.1,-,0049651,88659,3.4e-9,28,0.1,1.3e-7,23.1,0,2.4,2,0,0,2,2,2,1,putative RNA polymerase sigma subunit [Bacillus virus Wbeta],phage
ABC40444.1,-,0049651,88659,1.5e-8,25.9,0.2,4.4e-8,24.5,0.1,1.8,2,0,0,2,2,2,1,conserved phage protein [Bacillus virus Wbeta],phage
BAE47779.1,-,0049651,88659,2.2e-10,33.4,0.3,6.2e-10,32,0.3,1.7,1,0,0,1,1,1,1,probable botulinum neurotoxin regulator protein [Clostridium phage c-st],phage
ALY06993.1,-,0049651,88659,2.1e-12,38,0.1,8e-12,36.2,0,1.8,2,0,0,2,2,2,1,sigma70/sigmaF-like protein [Clostridium phage CDSH1],phage
AYR04306.1,-,0049651,88659,8.8e-8,23.9,0.1,1.2e-7,23.5,0.1,1.2,1,0,0,1,1,1,1,hypothetical protein CPD1_027 [Clostridium phage CPD1],phage
QBJ05050.1,-,0049651,88659,1.4e-7,23,0.3,2.1e-6,19.3,0,2.3,2,1,0,2,2,2,1,hypothetical protein JD032_5 [Clostridium phage JD032],phage
QBJ05049.1,-,0049651,88659,1.9e-7,22.5,0.1,4.1e-7,21.5,0.1,1.5,1,0,0,1,1,1,1,hypothetical protein JD032_4 [Clostridium phage JD032],phage
AAL96802.1,-,0049651,88659,2.4e-10,31.4,0.6,6.3e-10,30.2,0.6,1.7,1,0,0,1,1,1,1,putative sigma factor [Clostridium phage phi3626],phage
CEK40326.1,-,0049651,88659,2.2e-12,38,0.1,8.3e-12,36.2,0,1.9,2,0,0,2,2,2,1,Sigma70/sigmaF-like protein [Clostridium phage phiCD111],phage
CEK40379.1,-,0049651,88659,7.9e-12,36.1,0.2,3.9e-11,34,0,2.1,2,1,0,2,2,2,1,Sigma70/sigmaF-like protein (fragment) [Clostridium phage phiCD146],phage
AEF56927.1,-,0049651,88659,2.2e-12,38,0.1,8.3e-12,36.2,0,1.8,2,0,0,2,2,2,1,sigma70/sigmaF-like protein [Clostridium phage phiCD38-2],phage
CEK40621.1,-,0049651,88659,1.8e-7,22.6,0.1,4.1e-7,21.5,0.1,1.6,1,0,0,1,1,1,1,conserved protein of unknown function [Clostridium phage phiCD481-1],phage
CEK40620.1,-,0049651,88659,2.2e-7,22.4,0.4,2.7e-6,19,0.1,2.3,2,1,0,2,2,2,1,conserved protein of unknown function [Clostridium phage phiCD481-1],phage
CEK40751.1,-,0049651,88659,9.4e-8,23.5,0.1,9.9e-7,20.3,0,2.2,2,1,0,2,2,2,1,conserved protein of unknown function [Clostridium phage phiCD506],phage
ADK37918.1,-,0049651,88659,1.8e-7,22.7,0.3,6.9e-6,17.8,0.1,2.4,2,1,0,2,2,2,2,hypothetical protein phiCD6356_56 [Clostridium phage phiCD6356],phage
CDL65329.1,-,0049651,88659,1.7e-7,22.6,0.1,3.8e-7,21.5,0.1,1.6,1,0,0,1,1,1,1,conserved hypothetical protein [Clostridium phage phiCDHM13],phage
CDU85333.1,-,0049651,88659,1.7e-7,22.6,0.1,3.8e-7,21.5,0.1,1.6,1,0,0,1,1,1,1,conserved hypothetical protein [Clostridium phage phiCDHM14],phage
CDU85332.1,-,0049651,88659,2e-7,22.4,0.5,4.5e-6,18.2,0,2.7,2,1,1,3,3,3,1,conserved hypothetical protein [Clostridium phage phiCDHM14],phage
ACE82013.1,-,0049651,88659,8e-8,23.9,0.1,1.1e-7,23.5,0.1,1.2,1,0,0,1,1,1,1,hypothetical protein [Clostridium phage phiCP39-O],phage
AJA42884.1,-,0049651,88659,1.7e-7,22.9,0,8.2e-7,20.8,0,1.9,1,1,0,2,2,2,1,XRE family transcriptional regulator (endogenous virus) [Clostridium phage phiCT19406C],phage
AJA42611.1,-,0049651,88659,1.6e-7,22.9,0,4.4e-7,21.5,0,1.9,1,1,0,1,1,1,1,XRE transcriptional regulator (endogenous virus) [Clostridium phage phiCT453B],phage
ADL40362.1,-,0049651,88659,6.3e-11,34,0,1.3e-10,33,0,1.5,1,0,0,1,1,1,1,putative RNA polymerase sigma factor [Clostridium phage phiCTP1],phage
ADL40344.1,-,0049651,88659,1.7e-6,20.2,0,6.1e-6,18.5,0,1.8,2,0,0,2,2,2,1,putative response regulator [Clostridium phage phiCTP1],phage
AFO72183.1,-,0049651,88659,1.5e-7,22.8,0.2,3.3e-7,21.7,0.2,1.6,1,0,0,1,1,1,1,hypothetical protein phiMMP04_gp46 [Clostridium phage phiMMP04],phage
CUL03828.1,-,0049651,88659,2e-12,38,0.1,7.7e-12,36.2,0,1.8,2,0,0,2,2,2,1,hypothetical protein [Clostridium phage slur17],phage
AGH27928.1,-,0049651,88659,1.3e-11,35.4,0.1,2.8e-11,34.4,0.1,1.6,1,0,0,1,1,1,1,putative sporulation sigma factor [Clostridium phage vB_CpeS-CP51],phage
AGH27935.1,-,0049651,88659,2.5e-7,22.1,0.3,4.7e-7,21.2,0.1,1.5,2,0,0,2,2,2,1,hypothetical protein phiCP51_0044 [Clostridium phage vB_CpeS-CP51],phage
QFG05192.1,-,0049695,88659,2.6e-12,38.5,0.1,5.1e-12,37.6,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 019DV002],phage
QFG05277.1,-,0049695,88659,2.6e-12,38.5,0.1,5.1e-12,37.6,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 019DV004],phage
QFR56516.1,-,0049695,88659,2.8e-12,38.4,0.1,5.1e-12,37.6,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 056SW001B],phage
QNI20405.1,-,0049695,88659,1.5e-11,36,0.1,3.7e-11,34.7,0.1,1.7,1,0,0,1,1,1,1,ECF RNA polymerase sigma factor [Bacillus phage 1_ICo-2020],phage
QFG05890.1,-,0049695,88659,2.5e-12,38.5,0.1,5e-12,37.6,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 276BB001],phage
QFG05971.1,-,0049695,88659,2.5e-12,38.5,0.1,5e-12,37.6,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 280BB001],phage
ASR78944.1,-,0049695,88659,5.5e-16,51.9,0.1,8.3e-12,38.7,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage AaronPhadgers],phage
QDH50209.1,-,0049695,88659,1.6e-14,47.2,0.2,6.3e-12,39,0,2.8,3,0,0,3,3,3,2,sigma factor [Bacillus phage ALPS],phage
AVO23054.1,-,0049695,88659,5.7e-14,43.6,0,1.4e-13,42.4,0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Anath],phage
ASU01064.1,-,0049695,88659,3.7e-13,42.8,0.3,7.6e-11,35.5,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Anthony],phage
AZF88386.1,-,0049695,88659,9.7e-12,36.1,0.1,1.8e-10,32.2,0.1,2.3,2,0,0,2,2,2,1,putative RNA polymerase sigma subunit [Bacillus phage AP631],phage
AZF88394.1,-,0049695,88659,1.9e-11,35.2,0.2,3.2e-11,34.5,0.2,1.4,1,0,0,1,1,1,1,hypothetical protein AP631_0049 [Bacillus phage AP631],phage
AMS01112.1,-,0049695,88659,3.6e-16,52.4,1.5,5.9e-4,13.8,0,5.7,3,2,2,6,6,6,4,DNA binding protein [Bacillus phage AR9],phage
AMS01204.1,-,0049695,88659,2.5e-6,21.3,0,5.3e-6,20.3,0,1.6,1,0,0,1,1,1,1,hypothetical protein AR9_g120 [Bacillus phage AR9],phage
ALA13372.1,-,0049695,88659,1e-12,41.6,0.1,3.9e-12,39.7,0,1.9,2,0,0,2,2,2,1,SigF-like RNA polymerase sigma factor [Bacillus phage AvesoBmore],phage
AEZ65936.1,-,0049695,88659,1.3e-12,41.1,0.9,1.8e-10,34.3,0.2,2.6,3,0,0,3,3,3,2,sporulation sigma factor SigF-like protein [Bacillus phage B4],phage
AEW47372.1,-,0049695,88659,1.3e-12,41.1,0.9,1.8e-10,34.3,0.2,2.6,3,0,0,3,3,3,2,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage B5S],phage
AGR46683.1,-,0049695,88659,1.9e-8,26.9,0.1,5.3e-8,25.6,0,1.8,2,0,0,2,2,2,1,hypothetical protein BASILISK_20 [Bacillus phage Basilisk],phage
AEQ34342.1,-,0049695,88659,3.7e-13,42.8,0.2,7.5e-11,35.5,0,3,3,0,0,3,3,3,2,RNA polymerase sigma-F factor [Bacillus phage Bastille],phage
QEG04258.1,-,0049695,88659,2.1e-16,52.8,2.4,6.4e-15,48.2,0.1,3.3,3,0,0,3,3,3,1,putative RNA polymerase sigma 28 subunit [Bacillus phage BC-T25],phage
QEG04257.1,-,0049695,88659,2.4e-13,43.2,1.3,1e-12,41.2,0.2,2.4,2,1,1,3,3,3,1,RNA polymerase sigma factor [Bacillus phage BC-T25],phage
AXU41211.1,-,0049695,88659,2.5e-15,49.5,0.4,8.4e-15,47.8,0.1,2.1,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BC01],phage
AXU41213.1,-,0049695,88659,4.4e-13,42.4,0,1.5e-12,40.7,0,1.9,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BC01],phage
CCE73891.1,-,0049695,88659,6.3e-15,46.4,0,7.3e-15,46.2,0,1.1,1,0,0,1,1,1,1,sigma70,phage
CCE73875.1,-,0049695,88659,1.3e-10,32.8,0,1.3e-9,29.5,0.1,2.1,2,0,0,2,2,2,1,sigma70,phage
AUM58961.1,-,0049695,88659,4.1e-13,42.4,0.1,1.2e-12,40.9,0.1,1.8,1,0,0,1,1,1,1,DNA replication/modification protein [Bacillus phage BCP01],phage
AUM58962.1,-,0049695,88659,1.3e-9,31.3,0,3.1e-9,30.1,0,1.7,1,0,0,1,1,1,1,DNA replication/modification protein [Bacillus phage BCP01],phage
AHN66674.1,-,0049695,88659,2.1e-10,33.8,0,5e-10,32.7,0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor,phage
AHN66675.1,-,0049695,88659,5.7e-8,26.2,0,1.6e-7,24.7,0,1.8,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor,phage
AQN32486.1,-,0049695,88659,2.4e-17,55.8,2.1,9.1e-17,54,0.2,2.8,3,0,0,3,3,3,1,RNA polymerase sporulation specific sigma factor SigF [Bacillus phage BCP12],phage
AQN32487.1,-,0049695,88659,1.1e-12,41.1,0.6,3.5e-12,39.5,0.3,2,2,0,0,2,2,2,1,RNA polymerase sporulation specific sigma factor SigG [Bacillus phage BCP12],phage
AEW47115.1,-,0049695,88659,2.3e-17,55.8,2.1,9e-17,54,0.2,2.8,3,0,0,3,3,3,1,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCP78],phage
AEW47116.1,-,0049695,88659,1e-12,41.1,0.6,3.5e-12,39.5,0.3,2,2,0,0,2,2,2,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCP78],phage
AHJ87164.1,-,0049695,88659,6.4e-13,41.7,0.1,1.6e-12,40.5,0.1,1.7,1,0,0,1,1,1,1,putative RNA polymerase sigma factor G [Bacillus phage BCP8-2],phage
AHJ87163.1,-,0049695,88659,3.8e-9,29.8,0,1.2e-8,28.3,0,1.8,1,0,0,1,1,1,1,putative RNA polymerase sigma-70 factor,phage
AHJ87158.1,-,0049695,88659,1.2e-6,22,0.3,0.048,7.4,0,3.5,3,1,0,3,3,3,2,putative HNH endonuclease [Bacillus phage BCP8-2],phage
AEW47604.1,-,0049695,88659,2.3e-17,55.8,2.1,8.9e-17,54,0.2,2.8,3,0,0,3,3,3,1,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCU4],phage
AEW47605.1,-,0049695,88659,1e-12,41.1,0.6,3.4e-12,39.5,0.3,2,2,0,0,2,2,2,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCU4],phage
ANM46154.1,-,0049695,88659,6.8e-16,51.5,0.2,9.5e-12,38.4,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Belinda],phage
QDH49898.1,-,0049695,88659,3.4e-14,46.2,0.6,1.1e-12,41.4,0.1,2.8,3,0,0,3,3,3,1,sigma factor [Bacillus phage Beyonphe],phage
AGY46709.1,-,0049695,88659,1.3e-12,41.2,0.1,4.8e-12,39.4,0,1.9,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BigBertha],phage
AOZ61848.1,-,0049695,88659,1.3e-15,50.7,0.1,7.2e-12,38.8,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage BJ4],phage
ALP46685.1,-,0049695,88659,9.5e-7,22.3,0.1,7.8e-5,16.2,0,2.3,1,1,1,2,2,2,2,helix-turn-helix Hin protein [Bacillus phage BM5],phage
ALJ98044.1,-,0049695,88659,6e-9,27.4,0.2,1.9e-8,25.8,0.1,1.7,1,1,1,2,2,2,1,hypothetical protein BMBtp1_52 [Bacillus phage BMBtp1],phage
AII27989.1,-,0049695,88659,3.8e-16,52.1,0.1,1.5e-15,50.2,0.1,1.9,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage Bobb],phage
AII27990.1,-,0049695,88659,2e-13,43.5,0.5,7.3e-13,41.7,0.1,2,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage Bobb],phage
QMS41914.1,-,0049695,88659,4.4e-10,31.4,0.1,1.1e-9,30.1,0.1,1.7,1,0,0,1,1,1,1,RNA polymerase sigma-E factor [Bacillus phage Bolokhovo],phage
AHJ87469.1,-,0049695,88659,1.1e-18,59.9,0.4,3e-16,52.2,0.2,2.2,2,0,0,2,2,2,2,putative RNA polymerase sigma factor SigF 2 [Bacillus phage Bp8p-C],phage
AHJ87470.1,-,0049695,88659,7.9e-15,47.7,0.6,5.8e-13,41.8,0.1,2.4,2,0,0,2,2,2,2,putative RNA polymerase sigma factor SigF 1 [Bacillus phage Bp8p-C],phage
AHJ87680.1,-,0049695,88659,1.1e-18,59.9,0.4,3e-16,52.2,0.2,2.2,2,0,0,2,2,2,2,putative RNA polymerase sigma factor SigF 2 [Bacillus phage Bp8p-T],phage
AHJ87681.1,-,0049695,88659,7.9e-15,47.7,0.6,5.8e-13,41.8,0.1,2.4,2,0,0,2,2,2,2,putative RNA polymerase sigma factor SigF 1 [Bacillus phage Bp8p-T],phage
AGI12133.1,-,0049695,88659,5.7e-16,51.7,0.4,6.6e-13,42,0.1,2.9,3,0,0,3,3,3,2,putative RNA polymerase sigma factor [Bacillus phage BPS10C],phage
AEZ50316.1,-,0049695,88659,6.4e-16,51.5,0.2,1e-12,41.4,0,2.9,3,0,0,3,3,3,2,putative RNA polymerase sigma factor [Bacillus phage BPS13],phage
AUO79472.1,-,0049695,88659,2.8e-17,55.6,0.3,6.7e-16,51.3,0,2.5,2,0,0,2,2,2,1,RNA polymerase sigma factor 2 [Bacillus phage BSP10],phage
AXH71210.1,-,0049695,88659,4.1e-12,39.4,0.1,1.8e-7,24.8,0,2.6,1,1,1,2,2,2,2,putative RNA polymerase sigma factor 2 [Bacillus phage BSP38],phage
AYJ76160.1,-,0049695,88659,8.8e-7,20.8,0,1.7e-6,19.9,0,1.5,1,0,0,1,1,1,1,putative luxR family protein [Bacillus phage BSP7],phage
ATN94413.1,-,0049695,88659,2e-17,56,0.3,6.5e-16,51.3,0,2.5,2,0,0,2,2,2,1,RNA polymerase sigma 70 factor [Bacillus phage BSP9],phage
AFL46426.1,-,0049695,88659,1.2e-10,32.8,0,1.2e-9,29.5,0.1,2.1,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BtCS33],phage
AUO78602.1,-,0049695,88659,1.3e-10,32.8,0,1.3e-9,29.5,0.1,2.1,2,0,0,2,2,2,1,sigma-70 [Bacillus phage BtiUFT6.51-F],phage
ASR78776.1,-,0049695,88659,2.2e-15,50,0.2,3.9e-12,39.7,0.1,2.9,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Bubs],phage
AHZ09647.1,-,0049695,88659,3.8e-13,42.8,0.3,7.8e-11,35.5,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage CAM003],phage
AGY46934.1,-,0049695,88659,3.5e-8,26.8,0,1e-7,25.4,0,1.7,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage CampHawk],phage
ARW58542.1,-,0049695,88659,2e-11,35.1,0.2,3.2e-11,34.5,0.2,1.4,1,0,0,1,1,1,1,hypothetical protein [Bacillus phage Carmel_SA],phage
ARW58529.1,-,0049695,88659,5.4e-10,30.6,0.1,8.2e-9,26.9,0.1,2.2,2,0,0,2,2,2,1,RNA polymerase sporulation specific sigma factor [Bacillus phage Carmel_SA],phage
ABA46386.1,-,0049695,88659,2.2e-12,38.1,0.1,1.6e-10,32.2,0.1,2.3,2,0,0,2,2,2,2,RNA polymerase sigma factor,phage
ABA46381.1,-,0049695,88659,1.9e-11,35.1,0.2,3.2e-11,34.4,0.2,1.4,1,0,0,1,1,1,1,conserved phage protein [Bacillus phage Cherry],phage
QEM43258.1,-,0049695,88659,1e-11,38.3,0.8,1.7e-9,31.3,0.3,2.7,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Chotacabras],phage
AMO25911.1,-,0049695,88659,2.8e-10,33.4,0,7.4e-10,32.1,0,1.7,2,0,0,2,2,2,1,RNA polymerase sigma-70 factor sigma-B/F/G subfamily [Bacillus phage Deep Blue],phage
AMO25912.1,-,0049695,88659,7e-10,32.2,0,1.7e-9,31,0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor sigma-B/F/G subfamily [Bacillus phage Deep Blue],phage
AMW62796.1,-,0049695,88659,5.5e-16,51.8,0.2,7.3e-12,38.8,0,3,3,0,0,3,3,3,2,sigma factor [Bacillus phage DIGNKC],phage
ANT41264.1,-,0049695,88659,3.1e-15,49.5,0.2,3.4e-12,39.9,0.1,3,3,0,0,3,3,3,2,sigma factor [Bacillus phage DirtyBetty],phage
AMB18752.1,-,0049695,88659,1.7e-18,59.4,0.3,1.2e-15,50.5,0.1,2.5,2,0,0,2,2,2,2,sporulation sigma factor SigF [Bacillus phage Eldridge],phage
AMB18751.1,-,0049695,88659,1.1e-13,44.2,0.1,1.1e-13,44.2,0.1,2.8,4,1,1,5,5,5,1,RNA polymerase sigma factor [Bacillus phage Eldridge],phage
AHZ09937.1,-,0049695,88659,3.9e-13,42.8,0.2,8e-11,35.5,0,3,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Evoli],phage
ALA46534.1,-,0049695,88659,3.1e-15,49.5,0.2,3.4e-12,39.9,0.1,3,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage Eyuki],phage
ABA42728.1,-,0049695,88659,2.1e-12,38.1,0.1,1.6e-10,32.2,0.1,2.3,2,0,0,2,2,2,2,sigma70 factor [Bacillus phage Fah],phage
ABA42733.1,-,0049695,88659,1.8e-11,35.2,0.2,3.3e-11,34.3,0.2,1.5,1,0,0,1,1,1,1,HTH transcription regulator [Bacillus phage Fah],phage
ARQ95128.1,-,0049695,88659,3.7e-16,52.3,1.4,4.5e-14,45.8,0.5,3,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage Flapjack],phage
ABB55438.1,-,0049695,88659,1.4e-11,35.1,0.2,2.4e-11,34.4,0.2,1.4,1,0,0,1,1,1,1,phage related protein [Bacillus phage Gamma],phage
ABC40488.1,-,0049695,88659,2.3e-12,38.1,0.1,1.7e-10,32.2,0.1,2.3,2,0,0,2,2,2,2,putative RNA polymerase sigma subunit [Bacillus phage Gamma isolate d'Herelle],phage
ABC40497.1,-,0049695,88659,1.9e-11,35.2,0.2,3.5e-11,34.3,0.2,1.5,1,0,0,1,1,1,1,conserved phage protein [Bacillus phage Gamma isolate d'Herelle],phage
AGE60883.1,-,0049695,88659,4e-10,31.5,0.1,9.8e-10,30.3,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus phage Gemini],phage
AGY47431.1,-,0049695,88659,1.8e-17,56.3,0.3,7.1e-16,51.3,0,2.6,2,0,0,2,2,2,2,RNA polymerase sigma-70 factor [Bacillus phage Grass],phage
AHZ10241.1,-,0049695,88659,1.9e-14,47,0.2,7e-12,38.9,0,2.8,3,0,0,3,3,3,2,sigF-like RNA polymerase sigma factor [Bacillus phage Hakuna],phage
AXQ66957.1,-,0049695,88659,2.3e-10,33.9,0,5.7e-10,32.7,0,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Hobo],phage
AXQ66958.1,-,0049695,88659,6.5e-8,26.2,0,1.9e-7,24.7,0,1.8,1,0,0,1,1,1,1,RNA polymerase subunit alpha [Bacillus phage Hobo],phage
AUV57859.1,-,0049695,88659,6e-16,51.7,0.1,9.2e-12,38.5,0,3,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage HonestAbe],phage
AHZ10517.1,-,0049695,88659,2.4e-13,43.4,0.1,1.2e-11,38,0,2.9,3,0,0,3,3,3,1,RNA polymerase sigma factor [Bacillus phage Hoody T],phage
QIW89842.1,-,0049695,88659,3.5e-8,27,0.6,1.4e-4,15.6,0.1,2.8,1,1,1,2,2,2,2,GIY-YIG endonuclease [Bacillus phage Izhevsk],phage
ASR79696.1,-,0049695,88659,2.1e-13,43.7,0.1,1.2e-11,38,0,2.9,3,0,0,3,3,3,1,RNA polymerase sigma factor [Bacillus phage Janet],phage
AID17799.1,-,0049695,88659,5.9e-13,41.7,0.1,1.5e-12,40.5,0.1,1.7,1,0,0,1,1,1,1,putative RNA polymerase sigma factor G [Bacillus phage JBP901],phage
AID17798.1,-,0049695,88659,3.5e-9,29.8,0,1.1e-8,28.3,0,1.8,1,0,0,1,1,1,1,putative RNA polymerase sigma-70 factor [Bacillus phage JBP901],phage
AID17793.1,-,0049695,88659,1.1e-6,22,0.3,0.044,7.4,0,3.5,3,1,0,3,3,3,2,putative HNH endonuclease [Bacillus phage JBP901],phage
AMW61625.1,-,0049695,88659,3.2e-14,46.2,0.5,1.1e-12,41.4,0.1,2.7,3,0,0,3,3,3,1,sigma factor [Bacillus phage Juglone],phage
