#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG20733	2	2	Xu	REFSEQ gp33 putative acylhydrolase
VOG20734	2	2	Xu	REFSEQ hypothetical protein
VOG20735	2	2	Xu	REFSEQ hypothetical protein
VOG20736	2	2	Xu	REFSEQ hypothetical protein
VOG20737	2	2	Xu	REFSEQ hypothetical protein
VOG20738	2	2	Xu	REFSEQ hypothetical protein
VOG20739	2	2	Xu	REFSEQ hypothetical protein
VOG20740	2	2	Xu	REFSEQ hypothetical protein
VOG20741	2	2	Xu	REFSEQ hypothetical protein
VOG20742	2	2	Xu	REFSEQ hypothetical protein
VOG20743	2	2	Xu	REFSEQ hypothetical protein
VOG20744	2	2	Xu	REFSEQ hypothetical protein
VOG20745	2	2	Xu	REFSEQ hypothetical protein
VOG20746	2	2	Xu	REFSEQ hypothetical protein
VOG20747	2	2	Xu	REFSEQ hypothetical protein
VOG20748	2	2	Xu	REFSEQ hypothetical protein
VOG20749	2	2	Xu	REFSEQ hypothetical protein
VOG20750	2	2	Xu	REFSEQ hypothetical protein
VOG20751	2	2	Xu	REFSEQ hypothetical protein
VOG20752	2	2	Xu	REFSEQ hypothetical protein
VOG20753	2	2	Xu	REFSEQ hypothetical protein
VOG20754	2	2	Xu	REFSEQ D-alanyl-D-alanine carboxypeptidase
VOG20755	2	2	Xu	REFSEQ hypothetical protein
VOG20756	2	2	Xu	REFSEQ hypothetical protein
VOG20757	2	2	Xu	REFSEQ hypothetical protein
VOG20758	2	2	Xu	REFSEQ hypothetical protein
VOG20759	2	2	Xu	REFSEQ hypothetical protein
VOG20760	2	2	Xu	REFSEQ hypothetical protein
VOG20761	2	2	Xu	REFSEQ hypothetical protein
VOG20762	2	2	Xu	REFSEQ hypothetical protein
VOG20763	2	2	Xu	REFSEQ Cysteine desulfurase, SufS subfamily
VOG20764	2	2	Xu	REFSEQ hypothetical protein
VOG20765	2	2	Xu	REFSEQ hypothetical protein
VOG20766	2	2	Xu	REFSEQ hypothetical protein
VOG20767	2	2	Xu	REFSEQ hypothetical protein
VOG20768	2	2	Xu	REFSEQ hypothetical protein
VOG20769	2	2	Xu	REFSEQ hypothetical protein
VOG20770	2	2	Xu	REFSEQ hypothetical protein
VOG20771	2	2	Xu	REFSEQ hypothetical protein
VOG20772	2	2	Xu	REFSEQ hypothetical protein
VOG20773	2	2	Xu	REFSEQ hypothetical protein
VOG20774	2	2	Xu	REFSEQ hypothetical protein
VOG20775	2	2	Xu	REFSEQ hypothetical protein
VOG20776	2	2	Xu	REFSEQ hypothetical protein
VOG20777	2	2	Xu	REFSEQ hypothetical protein
VOG20778	2	2	Xu	REFSEQ hypothetical protein
VOG20779	2	2	Xu	REFSEQ hypothetical protein
VOG20780	2	2	Xu	REFSEQ hypothetical protein
VOG20781	2	2	Xu	REFSEQ hypothetical protein
VOG20782	2	2	Xu	REFSEQ hypothetical protein
VOG20783	2	2	Xu	REFSEQ hypothetical protein
VOG20784	2	2	Xu	REFSEQ hypothetical protein
VOG20785	2	2	Xu	REFSEQ hypothetical protein
VOG20786	2	2	Xu	REFSEQ hypothetical protein
VOG20787	2	2	Xu	REFSEQ hypothetical protein
VOG20788	2	2	Xu	REFSEQ RNA-DNA and DNA-DNA helicase
VOG20789	2	2	Xu	REFSEQ hypothetical protein
VOG20790	2	2	Xu	REFSEQ hypothetical protein
VOG20791	2	2	Xu	REFSEQ hypothetical protein
VOG20792	2	2	Xu	REFSEQ hypothetical protein
VOG20793	2	2	Xu	REFSEQ hypothetical protein
VOG20794	2	2	Xu	REFSEQ hypothetical protein
VOG20795	2	2	Xu	REFSEQ hypothetical protein
VOG20796	2	2	Xu	REFSEQ hypothetical protein
VOG20797	2	2	Xu	REFSEQ hypothetical protein
VOG20798	2	2	Xu	REFSEQ hypothetical protein
VOG20799	2	2	Xu	REFSEQ hypothetical protein
VOG20800	2	2	Xu	REFSEQ hypothetical protein
VOG20801	2	2	Xu	REFSEQ hypothetical protein
VOG20802	2	2	Xu	REFSEQ hypothetical protein
VOG20803	2	2	Xu	REFSEQ hypothetical protein
VOG20804	2	2	Xu	REFSEQ hypothetical protein
VOG20805	2	2	Xu	REFSEQ hypothetical protein
VOG20806	2	2	Xu	REFSEQ hypothetical protein
VOG20807	2	2	Xu	REFSEQ hypothetical protein
VOG20808	2	2	Xu	REFSEQ hypothetical protein
VOG20809	2	2	Xu	REFSEQ hypothetical protein
VOG20810	2	2	Xu	REFSEQ hypothetical protein
VOG20811	2	2	Xu	REFSEQ hypothetical protein
VOG20812	2	2	Xu	REFSEQ hypothetical protein
VOG20813	2	2	Xu	REFSEQ hypothetical protein
VOG20814	2	2	Xu	REFSEQ hypothetical protein
VOG20815	2	2	Xu	REFSEQ hypothetical protein
VOG20816	2	2	Xu	REFSEQ hypothetical protein
VOG20817	2	2	Xu	REFSEQ hypothetical protein
VOG20818	2	2	Xu	REFSEQ hypothetical protein
VOG20819	2	2	Xu	REFSEQ hypothetical protein
VOG20820	2	2	Xu	REFSEQ hypothetical protein
VOG20821	2	2	Xu	REFSEQ hypothetical protein
VOG20822	2	2	Xu	REFSEQ hypothetical protein
VOG20823	2	2	Xu	REFSEQ hypothetical protein
VOG20824	2	2	Xu	REFSEQ hypothetical protein
VOG20825	2	2	Xu	REFSEQ hypothetical protein
VOG20826	2	2	Xu	REFSEQ hypothetical protein
VOG20827	2	2	Xu	REFSEQ hypothetical protein
VOG20828	2	2	Xu	REFSEQ hypothetical protein
VOG20829	2	2	Xu	REFSEQ hypothetical protein
VOG20830	2	2	Xu	REFSEQ hypothetical protein
VOG20831	2	2	Xu	REFSEQ hypothetical protein
VOG20832	2	2	Xu	REFSEQ hypothetical protein
VOG20833	2	2	Xu	REFSEQ hypothetical protein
VOG20834	2	2	Xu	REFSEQ hypothetical protein
VOG20835	2	2	Xu	REFSEQ hypothetical protein
VOG20836	2	2	Xu	REFSEQ hypothetical protein
VOG20837	2	2	Xu	REFSEQ hypothetical protein
VOG20838	2	2	Xu	REFSEQ hypothetical protein
VOG20839	2	2	Xu	REFSEQ hypothetical protein
VOG20840	2	2	Xu	REFSEQ hypothetical protein
VOG20841	2	2	Xu	REFSEQ hypothetical protein
VOG20842	2	2	Xu	REFSEQ hypothetical protein
VOG20843	2	2	Xu	REFSEQ hypothetical protein
VOG20844	2	2	Xu	REFSEQ hypothetical protein
VOG20845	2	2	Xu	REFSEQ hypothetical protein
VOG20846	2	2	Xu	REFSEQ hypothetical protein
VOG20847	2	2	Xu	REFSEQ hypothetical protein
VOG20848	2	2	Xu	REFSEQ hypothetical protein
VOG20849	2	2	Xu	REFSEQ hypothetical protein
VOG20850	2	2	Xu	REFSEQ hypothetical protein
VOG20851	2	2	Xu	REFSEQ putative tail protein b
VOG20852	2	2	Xu	REFSEQ gp80
VOG20853	2	2	Xu	REFSEQ hypothetical protein
VOG20854	2	2	Xu	REFSEQ gp52
VOG20855	2	2	Xu	REFSEQ gp184
VOG20856	2	2	Xu	REFSEQ hypothetical protein
VOG20857	2	2	Xu	REFSEQ CHAP domain-containing protein
VOG20858	2	2	Xu	REFSEQ minor tail protein
VOG20859	2	2	Xu	REFSEQ hypothetical protein
VOG20860	2	2	Xu	REFSEQ hypothetical protein
VOG20861	2	2	Xu	REFSEQ hypothetical protein
VOG20862	2	2	Xu	REFSEQ gp76
VOG20863	2	2	Xu	REFSEQ hypothetical protein
VOG20864	2	2	Xu	REFSEQ gp167
VOG20865	2	2	Xu	REFSEQ hypothetical protein
VOG20866	2	2	Xu	REFSEQ hypothetical protein
VOG20867	2	2	Xu	REFSEQ hypothetical protein
VOG20868	2	2	Xu	REFSEQ hypothetical protein
VOG20869	2	2	Xu	REFSEQ hypothetical protein
VOG20870	2	2	Xu	REFSEQ hypothetical protein
VOG20871	2	2	Xu	REFSEQ hypothetical protein
VOG20872	2	2	Xu	REFSEQ hypothetical protein
VOG20873	2	2	Xu	REFSEQ hypothetical protein
VOG20874	2	2	Xu	REFSEQ hypothetical protein
VOG20875	2	2	Xu	REFSEQ hypothetical protein
VOG20876	2	2	Xu	REFSEQ hypothetical protein
VOG20877	2	2	Xu	REFSEQ hypothetical protein
VOG20878	2	2	Xu	REFSEQ hypothetical protein
VOG20879	2	2	Xu	REFSEQ hypothetical protein
VOG20880	2	2	Xu	REFSEQ hypothetical protein
VOG20881	2	2	Xu	REFSEQ hypothetical protein
VOG20882	2	2	Xu	REFSEQ hypothetical protein
VOG20883	2	2	Xu	REFSEQ hypothetical protein
VOG20884	2	2	Xu	REFSEQ hypothetical protein
VOG20885	2	2	Xu	REFSEQ hypothetical protein
VOG20886	2	2	Xu	REFSEQ hypothetical protein
VOG20887	2	2	Xu	REFSEQ hypothetical protein
VOG20888	2	2	Xu	REFSEQ hypothetical protein
VOG20889	2	2	Xu	REFSEQ hypothetical protein
VOG20890	2	2	Xu	REFSEQ hypothetical protein
VOG20891	2	2	Xu	REFSEQ hypothetical protein
VOG20892	2	2	Xu	REFSEQ hypothetical protein
VOG20893	2	2	Xh	sp|P08120|CO4A1_DROME Collagen alpha-1(IV) chain
VOG20894	2	2	Xu	REFSEQ hypothetical protein
VOG20895	2	2	Xu	REFSEQ hypothetical protein
VOG20896	2	2	Xu	REFSEQ hypothetical protein
VOG20897	2	2	Xu	REFSEQ hypothetical protein
VOG20898	2	2	Xu	REFSEQ hypothetical protein
VOG20899	2	2	Xu	REFSEQ hypothetical protein
VOG20900	2	2	Xu	REFSEQ hypothetical protein
VOG20901	2	2	Xu	REFSEQ hypothetical protein
VOG20902	2	2	Xu	REFSEQ hypothetical protein
VOG20903	2	2	Xu	REFSEQ hypothetical protein
VOG20904	2	2	Xu	REFSEQ hypothetical protein
VOG20905	2	2	Xu	REFSEQ hypothetical protein
VOG20906	2	2	Xu	REFSEQ hypothetical protein
VOG20907	2	2	Xu	REFSEQ hypothetical protein
VOG20908	2	2	Xu	REFSEQ hypothetical protein
VOG20909	2	2	Xu	REFSEQ hypothetical protein
VOG20910	2	2	Xu	REFSEQ gp26, conserved hypothetical protein
VOG20911	2	2	Xu	REFSEQ hypothetical protein
VOG20912	2	2	Xu	REFSEQ hypothetical protein
VOG20913	2	2	Xu	REFSEQ hypothetical protein
VOG20914	2	2	Xu	REFSEQ hypothetical protein
VOG20915	2	2	Xu	REFSEQ hypothetical protein
VOG20916	2	2	Xu	REFSEQ hypothetical protein
VOG20917	2	2	Xu	REFSEQ hypothetical protein
VOG20918	2	2	Xu	REFSEQ hypothetical protein
VOG20919	2	2	Xu	REFSEQ membrane-associated lipoprotein precursor
VOG20920	2	2	Xu	REFSEQ hypothetical protein
VOG20921	2	2	Xu	REFSEQ hypothetical protein
VOG20922	2	2	Xu	REFSEQ hypothetical protein
VOG20923	2	2	Xu	REFSEQ hypothetical protein
VOG20924	2	2	Xu	REFSEQ terminase large subunit
VOG20925	2	2	Xu	REFSEQ hypothetical protein
VOG20926	2	2	Xu	REFSEQ hypothetical protein
VOG20927	2	2	Xu	REFSEQ hypothetical protein
VOG20928	2	2	Xu	REFSEQ hypothetical protein
VOG20929	2	2	Xu	REFSEQ hypothetical protein
VOG20930	2	2	Xu	REFSEQ hypothetical protein
VOG20931	2	2	Xu	REFSEQ hypothetical protein
VOG20932	2	2	Xu	REFSEQ hypothetical protein
VOG20933	2	2	Xu	REFSEQ hypothetical protein
VOG20934	2	2	Xu	REFSEQ hypothetical protein
VOG20935	2	2	Xu	REFSEQ hypothetical protein
VOG20936	2	2	Xu	REFSEQ hypothetical protein
VOG20937	2	2	Xu	REFSEQ hypothetical protein
VOG20938	2	2	Xu	REFSEQ hypothetical protein
VOG20939	2	2	Xu	REFSEQ hypothetical protein
VOG20940	2	2	Xu	REFSEQ hypothetical protein
VOG20941	2	2	Xu	REFSEQ hypothetical protein
VOG20942	2	2	Xu	REFSEQ hypothetical protein
VOG20943	2	2	Xu	REFSEQ hypothetical protein
VOG20944	2	2	Xu	REFSEQ tail tape measure protein
VOG20945	2	2	Xu	REFSEQ hypothetical protein
VOG20946	2	2	Xu	REFSEQ hypothetical protein
VOG20947	2	2	Xu	REFSEQ hypothetical protein
VOG20948	2	2	Xu	REFSEQ hypothetical protein
VOG20949	2	2	Xu	REFSEQ hypothetical protein
VOG20950	2	2	Xu	REFSEQ hypothetical protein
VOG20951	2	2	Xu	REFSEQ minor tail protein
VOG20952	2	2	Xu	REFSEQ hypothetical protein
VOG20953	2	2	Xu	REFSEQ hypothetical protein
VOG20954	2	2	Xu	REFSEQ hypothetical protein
VOG20955	2	2	Xu	REFSEQ hypothetical protein
VOG20956	2	2	Xu	REFSEQ hypothetical protein
VOG20957	2	2	Xu	REFSEQ hypothetical protein
VOG20958	2	2	Xu	REFSEQ hypothetical protein
VOG20959	2	2	Xu	REFSEQ hypothetical protein
VOG20960	2	2	Xu	REFSEQ hypothetical protein
VOG20961	2	2	Xu	REFSEQ hypothetical protein
VOG20962	2	2	Xu	REFSEQ hypothetical protein
VOG20963	2	2	Xu	REFSEQ hypothetical protein
VOG20964	2	2	Xu	REFSEQ hypothetical protein
VOG20965	2	2	Xu	REFSEQ hypothetical protein
VOG20966	2	2	Xu	REFSEQ hypothetical protein
VOG20967	2	2	Xu	REFSEQ hypothetical protein
VOG20968	2	2	Xu	REFSEQ hypothetical protein
VOG20969	2	2	Xu	REFSEQ hypothetical protein
VOG20970	2	2	Xu	REFSEQ hypothetical protein
VOG20971	2	2	Xu	REFSEQ hypothetical protein
VOG20972	2	2	Xu	REFSEQ hypothetical protein
VOG20973	2	2	Xu	REFSEQ hypothetical protein
VOG20974	2	2	Xu	REFSEQ hypothetical protein
VOG20975	2	2	Xu	REFSEQ hypothetical protein
VOG20976	2	2	Xu	REFSEQ Orf19
VOG20977	2	2	Xu	REFSEQ gp069
VOG20978	2	2	Xu	REFSEQ hypothetical protein
VOG20979	2	2	Xu	REFSEQ Orf27
VOG20980	2	2	Xu	REFSEQ hypothetical protein
VOG20981	2	2	Xu	REFSEQ hypothetical protein
VOG20982	2	2	Xu	REFSEQ hypothetical protein
VOG20983	2	2	Xu	REFSEQ sigma-70 family RNA polymerase sigma factor
VOG20984	2	2	Xu	REFSEQ putative tape measure protein
VOG20985	2	2	Xu	REFSEQ hypothetical protein
VOG20986	2	2	Xu	REFSEQ hypothetical protein
VOG20987	2	2	Xu	REFSEQ hypothetical protein
VOG20988	2	2	Xu	REFSEQ hypothetical protein
VOG20989	2	2	Xu	REFSEQ hypothetical protein
VOG20990	2	2	Xu	REFSEQ DUF4868 domain-containing protein
VOG20991	2	2	Xu	REFSEQ HNH endonuclease
VOG20992	2	2	Xu	REFSEQ hypothetical protein
VOG20993	2	2	Xu	REFSEQ hypothetical protein
VOG20994	2	2	Xu	REFSEQ hypothetical protein
VOG20995	2	2	Xu	REFSEQ hypothetical protein
VOG20996	2	2	Xu	REFSEQ hypothetical protein
VOG20997	2	2	Xu	REFSEQ hypothetical protein
VOG20998	2	2	Xu	REFSEQ gp57
VOG20999	2	2	Xu	REFSEQ putative holin protein
VOG21000	2	2	Xu	REFSEQ hypothetical protein
VOG21001	2	2	Xu	REFSEQ hypothetical protein
VOG21002	2	2	Xu	REFSEQ hypothetical protein
VOG21003	2	2	Xu	REFSEQ hypothetical protein
VOG21004	2	2	Xu	REFSEQ hypothetical protein
VOG21005	2	2	Xu	REFSEQ hypothetical protein
VOG21006	2	2	Xu	REFSEQ hypothetical protein
VOG21007	2	2	Xu	REFSEQ hypothetical protein
VOG21008	2	2	Xu	REFSEQ hypothetical protein
VOG21009	2	2	Xu	REFSEQ hypothetical protein
VOG21010	2	2	Xu	REFSEQ hypothetical protein
VOG21011	2	2	Xu	REFSEQ hypothetical protein
VOG21012	2	2	Xu	REFSEQ hypothetical protein
VOG21013	2	2	Xu	REFSEQ hypothetical protein
VOG21014	2	2	Xu	REFSEQ hypothetical protein
VOG21015	2	2	Xu	REFSEQ putative head decoration protein
VOG21016	2	2	Xu	REFSEQ hypothetical protein
VOG21017	2	2	Xu	REFSEQ hypothetical protein
VOG21018	2	2	Xu	REFSEQ hypothetical protein
VOG21019	2	2	Xu	REFSEQ hypothetical protein
VOG21020	2	2	Xu	REFSEQ hypothetical protein
VOG21021	2	2	Xu	REFSEQ hypothetical protein
VOG21022	2	2	Xu	REFSEQ hypothetical protein
VOG21023	2	2	Xu	REFSEQ hypothetical protein
VOG21024	2	2	Xu	REFSEQ baseplate wedge subunit-like protein
VOG21025	2	2	Xu	REFSEQ hypothetical protein
VOG21026	2	2	Xu	REFSEQ hypothetical protein
VOG21027	2	2	Xu	REFSEQ baseplate hub subunit and tail lysozyme
VOG21028	2	2	Xu	REFSEQ hypothetical protein
VOG21029	2	2	Xu	REFSEQ hypothetical protein
VOG21030	2	2	Xu	REFSEQ hypothetical protein
VOG21031	2	2	Xu	REFSEQ hypothetical protein
VOG21032	2	2	Xu	REFSEQ hypothetical protein
VOG21033	2	2	Xu	REFSEQ hypothetical protein
VOG21034	2	2	Xu	REFSEQ hypothetical protein
VOG21035	2	2	Xu	REFSEQ hypothetical protein
VOG21036	2	2	Xu	REFSEQ hypothetical protein
VOG21037	2	2	Xu	REFSEQ hypothetical protein
VOG21038	2	2	Xu	REFSEQ hypothetical protein
VOG21039	2	2	Xu	REFSEQ hypothetical protein
VOG21040	2	2	Xu	REFSEQ hypothetical protein
VOG21041	2	2	Xu	REFSEQ hypothetical protein
VOG21042	2	2	Xu	REFSEQ hypothetical protein
VOG21043	2	2	Xu	REFSEQ hypothetical protein
VOG21044	2	2	Xu	REFSEQ hypothetical protein
VOG21045	2	2	Xu	REFSEQ hypothetical protein
VOG21046	2	2	Xu	REFSEQ hypothetical protein
VOG21047	2	2	Xu	REFSEQ hypothetical protein
VOG21048	2	2	Xu	REFSEQ hypothetical protein
VOG21049	2	2	Xu	REFSEQ hypothetical protein
VOG21050	2	2	Xu	REFSEQ hypothetical protein
VOG21051	2	2	Xu	REFSEQ hypothetical protein
VOG21052	2	2	Xu	REFSEQ hypothetical protein
VOG21053	2	2	Xu	REFSEQ hypothetical protein
VOG21054	2	2	Xu	REFSEQ hypothetical protein
VOG21055	2	2	Xu	REFSEQ hypothetical protein
VOG21056	2	2	Xu	REFSEQ hypothetical protein
VOG21057	2	2	Xu	REFSEQ hypothetical protein
VOG21058	2	2	Xu	REFSEQ hypothetical protein
VOG21059	2	2	Xu	REFSEQ hypothetical protein
VOG21060	2	2	Xu	REFSEQ hypothetical protein
VOG21061	2	2	Xu	REFSEQ hypothetical protein
VOG21062	2	2	Xu	REFSEQ hypothetical protein
VOG21063	2	2	Xu	REFSEQ hypothetical protein
VOG21064	2	2	Xu	REFSEQ hypothetical protein
VOG21065	2	2	Xu	REFSEQ hypothetical protein
VOG21066	2	2	Xu	REFSEQ hypothetical protein
VOG21067	2	2	Xu	REFSEQ hypothetical protein
VOG21068	2	2	Xu	REFSEQ hypothetical protein
VOG21069	2	2	Xu	REFSEQ hypothetical protein
VOG21070	2	2	Xu	REFSEQ hypothetical protein
VOG21071	2	2	Xu	REFSEQ hypothetical protein
VOG21072	2	2	Xu	REFSEQ hypothetical protein
VOG21073	2	2	Xu	REFSEQ hypothetical protein
VOG21074	2	2	Xu	REFSEQ hypothetical protein
VOG21075	2	2	Xu	REFSEQ hypothetical protein
VOG21076	2	2	Xu	REFSEQ hypothetical protein
VOG21077	2	2	Xu	REFSEQ hypothetical protein
VOG21078	2	2	Xu	REFSEQ hypothetical protein
VOG21079	2	2	Xu	REFSEQ hypothetical protein
VOG21080	2	2	Xu	REFSEQ hypothetical protein
VOG21081	2	2	Xu	REFSEQ hypothetical protein
VOG21082	2	2	Xu	REFSEQ hypothetical protein
VOG21083	2	2	Xu	REFSEQ hypothetical protein
VOG21084	2	2	Xu	REFSEQ hypothetical protein
VOG21085	2	2	Xu	REFSEQ hypothetical protein
VOG21086	2	2	Xu	REFSEQ hypothetical protein
VOG21087	2	2	Xu	REFSEQ hypothetical protein
VOG21088	2	2	Xu	REFSEQ hypothetical protein
VOG21089	2	2	Xu	REFSEQ hypothetical protein
VOG21090	2	2	Xu	REFSEQ hypothetical protein
VOG21091	2	2	Xu	REFSEQ hypothetical protein
VOG21092	2	2	Xu	REFSEQ hypothetical protein
VOG21093	2	2	Xu	REFSEQ hypothetical protein
VOG21094	2	2	Xu	REFSEQ hypothetical protein
VOG21095	2	2	Xu	REFSEQ hypothetical protein
VOG21096	2	2	Xu	REFSEQ hypothetical protein
VOG21097	2	2	Xu	REFSEQ hypothetical protein
VOG21098	2	2	Xu	REFSEQ hypothetical protein
VOG21099	2	2	Xu	REFSEQ hypothetical protein
VOG21100	2	2	Xu	REFSEQ hypothetical protein
VOG21101	2	2	Xu	REFSEQ tail spike protein
VOG21102	2	2	Xu	REFSEQ hypothetical protein
VOG21103	2	2	Xu	REFSEQ hypothetical protein
VOG21104	2	2	Xu	REFSEQ hypothetical protein
VOG21105	2	2	Xu	REFSEQ hypothetical protein
VOG21106	2	2	Xu	REFSEQ hypothetical protein
VOG21107	2	2	Xu	REFSEQ hypothetical protein
VOG21108	2	2	Xu	REFSEQ hypothetical protein
VOG21109	2	2	Xu	REFSEQ hypothetical protein
VOG21110	2	2	Xu	REFSEQ hypothetical protein
VOG21111	2	2	Xu	REFSEQ hypothetical protein
VOG21112	2	2	Xu	REFSEQ hypothetical protein
VOG21113	2	2	Xu	REFSEQ hypothetical protein
VOG21114	2	2	Xu	REFSEQ hypothetical protein
VOG21115	2	2	Xu	REFSEQ hypothetical protein
VOG21116	2	2	Xu	REFSEQ hypothetical protein
VOG21117	2	2	Xu	REFSEQ hypothetical protein
VOG21118	2	2	Xu	REFSEQ hypothetical protein
VOG21119	2	2	Xu	REFSEQ hypothetical protein
VOG21120	2	2	Xu	REFSEQ hypothetical protein
VOG21121	2	2	Xu	REFSEQ hypothetical protein
VOG21122	2	2	Xu	REFSEQ hypothetical protein
VOG21123	2	2	Xu	REFSEQ hypothetical protein
VOG21124	2	2	Xu	REFSEQ hypothetical protein
VOG21125	2	2	Xu	REFSEQ hypothetical protein
VOG21126	2	2	Xu	REFSEQ hypothetical protein
VOG21127	2	2	Xu	REFSEQ hypothetical protein
VOG21128	2	2	Xu	REFSEQ hypothetical protein
VOG21129	2	2	Xu	REFSEQ hypothetical protein
VOG21130	2	2	Xu	REFSEQ hypothetical protein
VOG21131	2	2	Xu	REFSEQ hypothetical protein
VOG21132	2	2	Xu	REFSEQ hypothetical protein
VOG21133	2	2	Xu	REFSEQ hypothetical protein
VOG21134	2	2	Xu	REFSEQ hypothetical protein
VOG21135	2	2	Xu	REFSEQ hypothetical protein
VOG21136	2	2	Xu	REFSEQ hypothetical protein
VOG21137	2	2	Xu	REFSEQ hypothetical protein
VOG21138	2	2	Xu	REFSEQ long tail fiber
VOG21139	2	2	Xu	REFSEQ hypothetical protein
VOG21140	2	2	Xu	REFSEQ hypothetical protein
VOG21141	2	2	Xu	REFSEQ hypothetical protein
VOG21142	2	2	Xh	sp|Q93W20|NIFU2_ARATH NifU-like protein 2, chloroplastic
VOG21143	2	2	Xh	sp|Q1W374|PMM_WHEAT Phosphomannomutase
VOG21144	2	2	Xu	REFSEQ hypothetical protein
VOG21145	2	2	Xu	REFSEQ putative transketolase central region-containing protein
VOG21146	2	2	Xh	sp|A2BNV4|NDHI_PROMS NAD(P)H-quinone oxidoreductase subunit I
VOG21147	2	2	Xu	REFSEQ hypothetical protein
VOG21148	2	2	Xu	REFSEQ hypothetical protein
VOG21149	2	2	Xu	REFSEQ hypothetical protein
VOG21150	2	2	Xu	REFSEQ hypothetical protein
VOG21151	2	2	Xu	REFSEQ hypothetical protein
VOG21152	2	2	Xu	REFSEQ hypothetical protein
VOG21153	2	2	Xu	REFSEQ hypothetical protein
VOG21154	2	2	Xu	REFSEQ hypothetical protein
VOG21155	2	2	Xu	REFSEQ hypothetical protein
VOG21156	2	2	Xu	REFSEQ hypothetical protein
VOG21157	2	2	Xu	REFSEQ hypothetical protein
VOG21158	2	2	Xu	REFSEQ hypothetical protein
VOG21159	2	2	Xh	sp|A2RK47|BMPA_LACLM ABC transporter nucleoside-binding protein BmpA
VOG21160	2	2	Xu	REFSEQ hypothetical protein
VOG21161	2	2	Xu	REFSEQ hypothetical protein
VOG21162	2	2	Xu	REFSEQ hypothetical protein
VOG21163	2	2	Xu	REFSEQ hypothetical protein
VOG21164	2	2	Xu	REFSEQ hypothetical protein
VOG21165	2	2	Xu	REFSEQ hypothetical protein
VOG21166	2	2	Xu	REFSEQ hypothetical protein
VOG21167	2	2	Xu	REFSEQ hypothetical protein
VOG21168	2	2	Xu	REFSEQ hypothetical protein
VOG21169	2	2	Xu	REFSEQ hypothetical protein
VOG21170	2	2	Xu	REFSEQ hypothetical protein
VOG21171	2	2	Xu	REFSEQ hypothetical protein
VOG21172	2	2	Xu	REFSEQ hypothetical protein
VOG21173	2	2	Xu	REFSEQ hypothetical protein
VOG21174	2	2	Xu	REFSEQ hypothetical protein
VOG21175	2	2	Xu	REFSEQ hypothetical protein
VOG21176	2	2	Xu	REFSEQ hypothetical protein
VOG21177	2	2	Xu	REFSEQ hypothetical protein
VOG21178	2	2	Xu	REFSEQ HNH DNAse
VOG21179	2	2	Xu	REFSEQ hypothetical protein
VOG21180	2	2	Xu	REFSEQ hypothetical protein
VOG21181	2	2	Xu	REFSEQ hypothetical protein
VOG21182	2	2	Xu	REFSEQ hypothetical protein
VOG21183	2	2	Xu	REFSEQ hypothetical protein
VOG21184	2	2	Xu	REFSEQ HsdR family type I site-specific deoxyribonuclease
VOG21185	2	2	Xu	REFSEQ hypothetical protein
VOG21186	2	2	Xu	REFSEQ hypothetical protein
VOG21187	2	2	Xu	REFSEQ hypothetical protein
VOG21188	2	2	Xu	REFSEQ head-tail adapter protein
VOG21189	2	2	Xu	REFSEQ hypothetical protein
VOG21190	2	2	Xu	REFSEQ hypothetical protein
VOG21191	2	2	Xu	REFSEQ hypothetical protein
VOG21192	2	2	Xu	REFSEQ hypothetical protein
VOG21193	2	2	Xu	REFSEQ hypothetical protein
VOG21194	2	2	Xu	REFSEQ hypothetical protein
VOG21195	2	2	Xu	REFSEQ hypothetical protein
VOG21196	2	2	Xu	REFSEQ hypothetical protein
VOG21197	2	2	Xu	REFSEQ hypothetical protein
VOG21198	2	2	Xu	REFSEQ putative H-N-H-endonuclease P-TflVIII
VOG21199	2	2	Xu	REFSEQ hypothetical protein
VOG21200	2	2	Xu	REFSEQ membrane spanning protein
VOG21201	2	2	Xu	REFSEQ hypothetical protein
VOG21202	2	2	Xu	REFSEQ hypothetical protein
VOG21203	2	2	Xu	REFSEQ hypothetical protein
VOG21204	2	2	Xu	REFSEQ hypothetical protein
VOG21205	2	2	Xu	REFSEQ hypothetical protein
VOG21206	2	2	Xu	REFSEQ hypothetical protein
VOG21207	2	2	Xu	REFSEQ hypothetical protein
VOG21208	2	2	Xu	REFSEQ discoidin domain-containing protein
VOG21209	2	2	Xu	REFSEQ hypothetical protein
VOG21210	2	2	Xu	REFSEQ hypothetical protein
VOG21211	2	2	Xu	REFSEQ hypothetical protein
VOG21212	2	2	Xu	REFSEQ hypothetical protein
VOG21213	2	2	Xu	REFSEQ DNRLRE domain-containing protein
VOG21214	2	2	Xu	REFSEQ hypothetical protein
VOG21215	2	2	Xu	REFSEQ hypothetical protein
VOG21216	2	2	Xu	REFSEQ hypothetical protein
VOG21217	2	2	Xu	REFSEQ xkdS-like protein
VOG21218	2	2	Xu	REFSEQ hypothetical protein
VOG21219	2	2	Xu	REFSEQ hypothetical protein
VOG21220	2	2	Xu	REFSEQ hypothetical protein
VOG21221	2	2	Xu	REFSEQ hypothetical protein
VOG21222	2	2	Xu	REFSEQ lipoprotein
